Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
909,15,4,7783,165,257,2987,14432,4222,42,4,292,3,3969,238.27250197097217,6.00888292176646,0.39295880663668226,404,4,0.5802189636905405,73.9811597586258,89.48497151577573,18.83378416883898,125.8642150159533,1973,0
910,14,10,6637,181,637,1090,46139,1935,38,23,353,9,8071,248.38480071613213,4.335621649207824,0.8514386963311144,723,3,0.888107919011472,60.539805827669504,55.2379129769249,3.9931937329795653,184.9532515314843,6202,0
911,11,5,902,344,288,9721,12515,1253,45,60,328,5,9267,335.4093909398942,3.3732662531094664,0.9062542367378682,794,8,0.4735396468988905,39.27357271318015,91.81549375078359,0.8139959050761525,30.20918527516147,6272,0
912,12,2,13206,50,886,5059,42670,2211,42,50,193,7,9367,398.5148386741925,0.994153746960823,0.5063716735451453,45,4,0.7465666738033929,11.920574893013505,70.4096540908709,9.764199565529836,50.081016658023145,6422,0
913,13,4,14827,72,590,3773,25605,1328,18,49,345,6,7922,65.20511792671189,5.670275784745961,0.5941046382754251,483,4,0.8046716178555584,78.09924616523023,63.141151310619435,9.012468291402504,80.34360230674497,2188,0
914,8,2,10207,32,872,9383,16586,3591,20,11,369,5,3089,316.92019798721043,4.842503184178675,0.7081473345985572,232,8,0.7364942087167792,36.44222655474581,78.78750417601553,6.629845465097657,163.66102351401275,7737,0
915,18,15,14794,369,263,8409,46685,3830,48,13,169,7,7162,134.02984734381693,1.1350891356951402,0.8327586684527142,873,1,0.9253297368745983,73.63179604683069,91.1091452908367,19.15312948777395,61.159460129485744,5411,0
916,1,2,12799,84,190,5440,42186,4044,25,12,429,6,5440,205.67728303844132,6.1636461202611255,0.12151116953766616,798,9,0.44683423051992865,51.34658630724275,88.93260755374547,16.451674643228642,177.590336812966,6587,0
917,15,4,9045,57,839,8347,37928,2420,38,52,216,2,9743,206.58589976984743,7.405735890504091,0.8100693082292276,539,7,0.17312543916515577,73.89233915082634,94.49987412905661,13.231640427511866,20.441996183512618,6980,0
918,8,6,9109,169,690,2008,43728,2540,13,44,381,3,3923,261.07715309951914,7.6960551804311175,0.48127615051161676,197,2,0.047811063702479784,90.73822718911192,96.4066093007722,3.2571658327565545,188.78175803919763,4821,0
919,11,7,4586,322,834,4783,28551,4530,4,6,130,2,4032,200.36138534427803,9.063194563798032,0.450623425108169,411,6,0.2464598696375051,92.11084865377482,61.906103571387476,14.686468164370494,116.54194479601533,3526,0
920,12,10,9816,127,518,7646,32493,4401,14,14,174,3,8654,98.3125033028005,4.1537603446988935,0.42389975199699825,266,8,0.1431975038802421,53.55716732206029,71.19289470846358,14.540249093994479,135.16775891266386,628,0
921,12,3,11029,109,770,5298,31711,4891,33,15,57,1,2529,115.53293233645314,9.535420409359157,0.5092115852460426,663,5,0.5579487414344805,51.19968564008732,50.7314269602535,8.501363472320149,79.86100928190709,2024,0
922,4,3,7259,389,709,5668,31039,3892,28,13,262,8,7544,65.04709350249395,8.667751110318592,0.9450505533946035,145,6,0.184945337211732,26.641278703733445,93.966082963253,18.495718194280272,158.57891424710147,6560,0
923,16,10,12316,426,575,5287,47561,2192,37,28,83,6,7247,261.61208839793943,3.0353655531369967,0.5482037727921516,971,8,0.03893370728937118,93.5864031697762,57.72860757373838,3.339557644580209,41.64758751603715,6076,0
924,4,6,3793,417,335,3052,20947,2716,8,52,460,2,7731,479.50146268384486,1.676902069759639,0.9531775382631392,828,6,0.03598982886866786,45.846124803242134,93.07374061713472,5.346751248233286,19.293246802912535,6121,0
925,5,13,13313,176,366,7009,43335,3413,44,52,460,8,3698,102.05385064165245,4.410355021667333,0.1802901306156406,600,9,0.8315694983648616,12.846364804808978,66.46936609932982,1.2644867850126729,85.14821919043585,9652,0
926,5,12,15132,299,834,2716,26859,2201,34,28,341,6,4429,475.81902185138694,4.07879720876407,0.7241359788326331,453,9,0.5914499314430248,43.32722097119234,68.4066794990569,15.90901916355175,172.20218565639752,962,0
927,8,3,12756,449,659,1310,34122,1654,44,14,349,7,6818,380.0126816294421,5.799621122778922,0.8122395386087472,427,9,0.35808530189337817,12.792619698776596,51.95661272419297,12.435187721907946,153.43609896116197,4420,0
928,10,13,4814,165,689,5538,12577,2385,5,57,211,1,8318,336.8744613203734,5.875523700044705,0.6791288313348619,301,6,0.8942280427402469,50.3029152572818,66.34393948826599,6.298806113624991,108.25963439290202,3594,0
929,17,2,6835,430,400,2260,39350,1759,5,39,105,7,192,340.37498989560333,7.524871145361755,0.6069222802265404,583,9,0.0701966114077136,56.1714239341356,94.4181841400632,3.2762732718863075,118.70617196141716,6152,0
930,9,8,8730,16,624,4932,44798,3686,31,42,126,3,8600,422.02744177832693,5.14791048723554,0.5648127810861823,138,3,0.9803220727278259,33.84180057320918,51.27737005608021,0.8029554005748074,34.679636996763534,8359,0
931,19,5,16177,205,943,1584,42898,2798,45,56,383,8,151,98.11393897091962,1.137744145313579,0.860930482578696,350,5,0.616291790254461,7.257896361725318,70.31637365233627,3.334911372518732,169.7294866373406,1742,0
932,14,15,12126,430,94,8616,26881,2063,9,29,374,6,418,277.13944560449374,8.59708422197575,0.8216465971645001,819,2,0.18346425396884847,94.35600320976059,51.569981490637055,9.065692926753163,159.5223397631974,9312,0
933,8,1,9934,65,326,9551,21785,3971,42,17,160,4,5788,363.6910122173413,3.166669373533352,0.12228872118059952,266,8,0.6790690989769685,77.35797603699461,68.54617125545325,4.943539380212123,134.7293748385191,5296,0
934,9,3,4338,330,221,3866,17691,1415,32,42,290,8,7118,314.06920028310367,9.715844857035261,0.8485876570308781,733,4,0.7633812597835626,83.90421994246158,58.63203203901456,5.179643548639334,98.5762969024983,7099,0
935,11,10,13974,202,524,6898,28297,4426,33,59,194,9,7310,424.7505819604826,1.2668150759297245,0.4140686194404425,575,6,0.4293427833707745,36.75015258919432,62.6109196634186,17.511527333354287,193.24726097310736,7422,0
936,1,8,4439,56,393,3011,17358,1254,3,43,256,2,4056,82.52226905510817,9.586686605101782,0.2536968299958108,696,6,0.8616326062455474,76.10701989894311,93.87991865807095,10.302753469222012,177.0160746565295,3243,0
937,14,4,13611,157,700,7251,30581,2166,30,4,341,6,6157,360.81546777462466,1.0010168881369181,0.8697685680139259,109,5,0.1507324072964703,48.58875222740251,71.80246103109455,14.585039462568293,132.44179376777754,1570,0
938,5,14,8908,284,351,5939,12462,4823,12,59,334,5,6975,290.312478673123,2.387257765675889,0.43202479963374163,48,1,0.27883758357760835,20.18824049176399,63.689899570095605,0.7142189805628618,80.6421895662847,5778,0
939,14,7,10773,166,824,5006,26511,4811,29,57,492,5,4531,220.62238879097453,0.5611414266567618,0.8083646901768167,935,7,0.09349236158398977,12.529895353030607,79.46691889752739,7.303267113560574,127.42423294948735,1482,0
940,4,10,4010,211,973,2625,21570,2876,3,7,346,3,1625,203.1237420053139,7.08062015172605,0.2634036119558445,272,8,0.21087784060735215,34.57058184527349,57.10534799162912,9.583386947908837,119.33377604082642,5496,0
941,1,12,10916,453,997,1890,26474,3757,26,33,479,8,7143,329.3746847483868,8.517957492060738,0.003929321422217802,159,1,0.23872881191114503,13.841455936366454,62.969580371042795,3.728337104203694,84.90597768863411,9628,0
942,19,14,1980,411,853,7078,18037,3624,30,15,429,8,1378,450.94791858991914,4.397303709978206,0.4954591929029444,642,7,0.9176331909217101,99.82707072278646,77.31239838014443,2.4038308289107735,68.26805462073446,7214,0
943,8,14,1632,485,47,8036,39129,1899,9,59,168,5,8805,273.27916674550187,9.292368542920054,0.10022825664288426,699,4,0.0781096887511562,5.013980124179003,61.876152092403444,17.40607556999685,87.33205052509126,9534,0
944,15,2,11191,428,520,9923,24386,3058,26,38,119,8,6225,421.1254238346141,5.943960810380436,0.7543759555249097,822,6,0.42741512018770944,44.17024557697075,83.95638687004367,18.78863254199593,119.0431671463456,1805,0
945,15,7,8962,436,429,4961,17221,4691,2,16,90,8,7974,230.9703718297854,6.3370706409205795,0.27607513606941037,339,9,0.532398687226913,45.26414288679938,74.57456511297613,1.5761339609081482,91.34562049510794,6097,0
946,9,5,9150,488,760,3504,34474,1025,3,55,143,3,7000,96.07750825692945,8.469650096837622,0.4436456466034787,129,5,0.8986930538021608,30.13312966530939,88.59945351273454,6.980374250848862,60.07915275826293,6163,0
947,9,5,1909,484,178,9806,32045,4004,46,34,214,2,2600,77.67758140638735,3.038322030013205,0.08703356509155424,593,8,0.9976962186612135,57.17802141412385,97.41222678612343,19.165712562889475,154.58303037455366,8062,0
948,10,6,2322,135,974,4806,36783,1420,4,41,169,9,3564,73.1004670956549,3.6072306411434956,0.28665924844725266,228,5,0.7533881149198358,15.082704712739314,55.790244467370385,1.6632346626492978,110.97882423190846,8196,0
949,9,13,278,404,918,7100,15922,4734,25,46,71,2,2359,221.06756388095147,9.068924000026978,0.781490243258572,915,2,0.9707909905690295,78.41284682066464,66.73325049922724,12.872827457574525,22.858281012863994,2694,0
950,3,9,2716,314,352,2719,33706,2244,13,26,293,9,7596,201.75698787612893,9.019538610783762,0.15158791190231946,919,4,0.7871011325358738,33.31152705293907,65.97745314392033,19.444427419340112,79.98013606896384,9971,0
951,11,14,13597,378,835,7686,43479,2876,39,7,360,4,2759,373.07166063015626,9.767179484388622,0.6471595611269574,823,2,0.9632026409714166,59.17512472088431,57.559145966862715,19.564473371627493,178.13355687027877,1415,0
952,6,6,6182,303,315,2587,16178,3543,44,55,34,2,355,384.2696757131896,9.028199332772544,0.9174258528045012,132,7,0.7072707259444552,71.59235968308924,90.51515686667355,9.424466618074865,153.49494092799085,8239,0
953,2,12,6507,73,551,8000,41022,2260,35,19,174,1,1602,72.88428597518292,1.360983156730273,0.6798367597577203,253,7,0.07976342545107107,88.9153075572471,87.99393520193951,3.254982155647612,71.41688894936135,8859,1
954,7,13,15982,334,711,1896,26240,3284,23,10,41,4,4756,149.50546830005675,8.254870432756174,0.8110216892922268,895,3,0.4019201869926765,83.59516490157479,74.22127354171995,4.041686299548777,188.25479888845672,2804,0
955,18,15,9752,401,878,6558,37220,2008,9,25,441,9,5530,173.41783257150485,4.157400933284981,0.1089716293039158,596,7,0.6465972838024704,60.87007190754561,76.88853888973048,17.79202790248789,24.554552588059927,5825,0
956,2,14,7551,427,546,9469,47736,1218,2,32,184,9,8698,296.42539286426427,9.908933423864784,0.25073182600205446,527,1,0.350718509454251,38.90047872035031,52.97720690012481,18.233660086594718,192.63459373951588,4791,0
957,17,8,3556,185,121,5647,13716,2510,41,14,499,4,3276,115.03185075812762,4.775581546855131,0.894538852240591,30,1,0.2733839181137786,50.3701465404889,77.77536761635228,12.157592877471096,56.68396757208837,8939,0
958,11,7,13678,125,420,3432,27574,2959,44,59,38,9,1960,110.27354873000016,5.582977216771984,0.7151056136180892,199,9,0.577399267133091,76.89660585854237,89.56707620098183,15.323527989398226,11.72789425745966,224,0
959,12,9,6535,449,956,4904,28719,3508,31,36,62,6,6258,474.7050001435811,5.344771661042305,0.6395538263773112,234,6,0.9335018767024349,87.76679970169135,78.69137867919287,14.798625029408164,92.42352693848208,9829,0
960,19,4,8809,213,215,7837,19181,1662,44,61,28,1,5906,411.89130828400147,3.2851965955969504,0.6637667361217,924,5,0.03498187351615356,10.46781462484952,63.26531850602095,13.23643195978214,78.20438164053165,5197,0
961,7,2,7609,495,194,2449,31213,3682,47,32,232,6,4454,131.29470594102662,0.8427186800398899,0.4142005543046434,624,6,0.7692312035414377,38.547140623056045,83.37741361671686,16.54553909743878,112.42691098929083,4907,0
962,6,7,3983,330,391,5500,17380,4215,2,62,337,9,822,232.95551355747094,8.966947180978993,0.04455663161765322,865,6,0.7227272780446271,77.6340481815087,68.07442149826238,13.708132460806421,161.38684350827063,2070,0
963,1,6,16199,40,505,6454,11615,1989,32,42,209,2,7679,210.0298996659045,8.04649054401024,0.784441542070729,475,1,0.9639534253882871,43.22201108313671,77.24366421428675,10.680046114949986,170.06185240858494,2862,0
964,17,1,6528,397,388,5117,11463,1188,18,15,159,6,9574,405.95183332943327,1.481315127540726,0.6787132362153538,108,5,0.9307112223325436,33.28955363022176,74.37826816394625,4.7391272517631355,86.23369992622145,5617,0
965,11,11,6251,122,56,9869,42973,1254,13,10,88,2,713,279.5958124151549,7.790005886365721,0.4728044641127247,839,9,0.7622325620441929,41.191137412644636,69.058750048259,14.87776288237238,91.67069130420654,914,0
966,18,9,9732,374,895,3028,20158,1067,46,62,171,4,3431,107.53238164706016,6.295881993901039,0.8997596153682574,372,4,0.5204087646825987,60.32419020395645,85.94389901970675,9.46875735676549,38.153768762599995,3201,0
967,17,9,770,443,749,7845,31651,1615,5,58,92,8,5890,382.5464284203097,4.150523500384461,0.33615966498509886,92,3,0.20426755323351986,99.98053389896677,94.19380559929408,5.8958336801501865,19.034045687421063,1754,0
968,7,12,704,334,560,4758,14158,3383,42,42,434,7,3216,228.59959020121352,2.6148093760460713,0.2943217442312359,702,1,0.5452357183255744,49.34994366754273,50.26062592384625,16.03892551483551,131.83084814465468,231,0
969,17,2,6275,423,537,6904,31008,3718,44,45,184,9,9104,168.31591143446616,8.611314956672102,0.8727963250794428,673,2,0.7653519939196538,20.92859804793063,96.68082596151837,13.934272007060567,22.243148855011533,8522,0
970,9,3,15719,385,513,5624,15938,3868,10,51,476,7,430,218.97437990932406,7.031863767011125,0.7969876547589855,65,3,0.8956692126378931,16.368372870381567,75.57575680416124,18.746791262494,149.42772269007662,494,0
971,17,5,14050,353,31,9848,49185,1873,43,29,302,1,2312,273.99045362310335,5.5226251037444545,0.5149798106483447,711,4,0.7897120092105491,4.3307397728937875,85.03659401816326,3.3088328003775547,112.42712755422703,7419,0
972,8,5,5599,452,222,1165,33388,4480,25,43,100,2,9508,204.40198238765424,6.1347284855947946,0.13073473945784997,939,7,0.19526693519105398,55.92584176834032,92.78122830879386,12.983785692729864,47.73076586295584,3673,0
973,17,15,10303,76,319,5591,19881,3347,34,12,431,6,5593,158.85759766629104,1.0015552026135917,0.21507147146505246,31,6,0.5996863142280594,54.502751939734544,73.3551846157135,4.88478936176352,112.50935926740343,9273,0
974,7,1,13417,84,670,1589,16603,4979,37,44,197,7,7332,229.32591296179115,4.791805633020799,0.6562279904088066,589,8,0.332173459531357,20.602869285352888,91.74870366824452,18.071659706032833,44.76956615439878,7206,0
975,1,8,8289,54,977,5524,45980,2625,30,37,497,3,5714,58.62780983745421,2.0176328985784497,0.38504123784041167,194,9,0.009205667390642991,69.56340770461145,58.88099097276011,1.9899882851323136,93.36006942697828,9224,0
976,13,12,12010,269,762,3821,33504,1356,7,48,471,9,6013,397.6240307433412,2.1629984221873713,0.8364731916659712,531,6,0.20022093578866607,74.13659345880511,57.958376723990725,13.123236128897544,161.91646008602348,5725,0
977,19,8,2776,163,281,7509,27766,1255,6,16,330,7,6013,126.9252021054136,6.6469092266399805,0.9499550093322041,587,7,0.11322064993344927,25.983910717672916,82.87356844280768,15.821714430560599,97.76466574802112,9701,0
978,19,4,3337,164,580,8693,39386,2007,3,58,312,6,5711,69.75707613378677,9.121435903159453,0.8056369252749183,273,4,0.8427191235394685,34.47556642657068,93.50715027758686,7.098356807294143,38.25287047653416,4728,0
979,17,13,1684,439,808,1071,22695,3400,13,58,127,6,9532,344.16441180728566,4.097190443735631,0.37754542299555716,234,2,0.258506252147812,99.04812006749094,94.62130887680198,19.082761587676185,147.52744954635958,5160,0
980,13,7,4223,372,947,4580,28796,2755,3,39,465,1,419,398.2712579706525,2.156717802820685,0.7886864292314241,644,9,0.2846979688875555,37.48902033828835,82.18702291886233,17.014613691720747,45.48599909130168,7847,0
981,16,15,6701,457,211,8962,25559,4592,26,28,245,5,8185,416.22310921677945,6.522594678642877,0.35144167347068345,47,9,0.9599365717988843,76.10408700843458,76.27446151046587,5.892365993698068,150.3244761303208,6369,0
982,8,15,14822,484,41,1268,49914,3571,24,27,111,3,4300,272.07913219727,8.724751758868145,0.1671000877656339,132,4,0.37908672304885216,45.32727012033101,66.56965438482581,0.15082185431997353,101.07693495100833,6732,0
983,19,11,14298,243,452,3462,44139,4908,6,47,453,7,4891,142.41568311049338,7.508356131112659,0.033393204865857395,839,3,0.009585640144394558,79.3551483033115,99.00002077996658,5.933143522361217,96.2109342279173,6855,0
984,18,10,9370,60,171,2015,49333,3997,43,20,183,3,429,381.752454762422,8.700696582312213,0.38571671276102004,165,6,0.28384614834613653,76.92542155438652,65.98478433331252,5.626209409414851,171.7726571929202,6689,0
985,1,3,11585,315,776,8984,19802,3803,49,5,393,5,8951,364.87088471945174,5.411891243006913,0.9035593036972819,915,3,0.11929958060181245,66.8088269173337,87.20930536157965,17.79929215001818,144.63466962472705,5689,0
986,14,6,15528,271,263,1406,19307,4765,42,16,171,7,6842,160.82183034642796,7.54357481925499,0.2389865877556765,310,1,0.10280856173585395,85.49235679492837,76.59908999525004,19.34242356509495,16.25305142143846,2604,0
987,19,14,2415,324,530,8384,44214,1283,12,34,436,3,5016,456.53349013825687,1.486639137653471,0.206513164929784,842,4,0.07748729013574951,93.92792763828075,80.42561712626733,1.408799719405207,66.27311977430445,3133,0
988,15,10,5388,134,986,7049,45159,4383,49,32,120,2,1893,96.96715613727305,3.547918692095596,0.9698207852410403,76,1,0.5932594701753773,58.040333713163186,69.67402752943131,9.425896570666335,175.47492556148075,9003,0
989,18,13,13960,408,660,7169,22516,1098,36,53,208,6,6557,492.20970781609657,3.9565367283670723,0.02500411285059212,914,2,0.18934772362985863,23.8231438315523,98.24115627361239,10.966639970595915,13.48197202358774,3076,0
990,2,10,2803,254,489,8982,40086,1196,2,31,504,8,8225,437.1115149398591,5.161827887835742,0.7857821503937543,654,3,0.36124279404101045,39.923033268243096,78.58411630496354,1.858233226594066,113.59815478977437,1571,0
991,17,12,3235,39,19,1985,41480,3529,11,63,345,4,5803,359.5543904655838,9.297855966542555,0.32136995574087035,883,8,0.8620177161300168,75.85474077997799,96.8893815229395,7.549954182750451,148.28687714304934,6695,0
